0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,9,11,13,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,9,7,7,6,2,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,2,15,17,22,24,35,27,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,20,27,18,10,7,7,4,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,2,8,17,19,20,31,50,41,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,22,30,18,7,4,6,6,4,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,2,7,11,12,9,9,20,39,35,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,17,10,2,0,3,5,4,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,4,7,10,8,3,2,8,17,17,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,2,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,4,5,4,4,6,5,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,11,12,14,12,5,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,3,9,21,29,28,21,16,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,24,32,37,40,37,23,9,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,2,12,29,50,64,60,49,39,26,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,21,40,50,58,65,63,45,24,8,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2,10,28,53,78,91,84,69,57,39,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,26,46,55,63,72,74,62,39,17,3,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,9,23,44,67,85,93,85,71,60,40,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,22,41,51,56,66,69,62,45,25,9,0,0,0,0,0,0
0,0,0,0,0,0,0,0,10,27,38,48,60,70,72,67,59,49,30,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,28,37,40,45,49,48,40,32,20,7,0,0,0,0,0
0,0,0,0,0,0,0,0,30,58,61,42,40,38,38,37,35,27,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,18,19,20,23,27,31,45,44,22,0,0,0,0,0
0,0,0,0,0,0,0,0,41,69,70,33,19,13,10,12,13,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,4,6,12,22,50,48,31,0,0,0,0,0
0,0,0,0,0,0,0,0,27,55,50,22,7,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,33,38,19,0,0,0,0,0
0,0,0,0,0,0,0,0,9,22,23,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,12,11,4,0,0,0,0,0
0,0,0,0,0,0,0,0,2,7,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,3,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,3,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,3,6,6,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,5,3,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,4,10,15,14,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,15,16,11,4,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,6,17,28,30,23,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,21,32,32,22,9,2,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,9,27,43,47,41,25,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19,40,52,49,34,16,3,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,13,37,58,65,61,44,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,36,62,72,64,46,22,5,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,15,44,69,79,80,62,30,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,50,80,88,79,58,28,7,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,15,46,76,89,92,74,37,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,55,87,92,86,62,30,7,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,12,40,72,89,90,69,33,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,43,72,83,75,51,22,4,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,6,26,51,68,68,46,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,23,42,51,46,28,9,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,9,23,33,32,21,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,20,17,8,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
